Product_ID,Product_Name,Category,Sub_Category,Brand
455,Digital Printer Basic,Home Goods,Decor,OfficeMax
456,Durable Monitor Plus,Clothing,Accessories,StyleSpot
457,Wireless Monitor Pro,Home Goods,Decor,OfficeMax
458,Eco-Friendly Keyboard Premium,Clothing,Footwear,BookWorm
459,Wireless Webcam Lite,Home Goods,Bedding,OfficeMax
460,Durable Keyboard Max,Electronics,Smartphones,OfficeMax
461,Digital Headphones Advanced,Books, Textbooks ,BookWorm
462,Digital Camera Basic,Office Supplies,paper,BookWorm
463,Portable Camera Max,Office Supplies,Printers,FashionForward
464,Compact Router Max,Home Goods, Appliances ,ElectroGen
465,Wireless Mouse Basic,Books,Textbooks,OfficeMax
466,Portable Monitor Max,Books,fiction,Innovate
467,Stylish Speaker Lite,Clothing,Footwear,FashionForward
468,Ergonomic Speaker Basic,Home Goods,Kitchenware,HomeComfort
469,Portable Speaker Mini,Electronics,smartphones,StyleSpot
470,Digital Headphones Pro,Office Supplies,paper,BookWorm
471,Digital Headphones Plus,Clothing,Accessories,Innovate
472,Compact Charger Standard,Home Goods,Appliances,OfficeMax
473,Portable Printer Ultra,Clothing,Footwear,ElectroGen
474,Smart Charger Max,Clothing,apparel,PaperWorks
475,Durable Charger Standard,Office Supplies,paper,TechGuru
476,Ergonomic Webcam Lite,Clothing,Apparel,ElectroGen
477,Portable Printer Pro,Books,Fiction,Innovate
478,Stylish Router Premium,Clothing,Accessories,BookWorm
479,High-Performance Webcam Lite,Electronics,Accessories,TechGuru
480,Compact Router Lite,Clothing,Apparel,TechGuru
481,Eco-Friendly Charger Pro,Books,Non-Fiction,Innovate
482,Compact Keyboard Advanced,Books,Magazines,HomeComfort
483,Durable Mouse Ultra,Clothing,Apparel,OfficeMax
484,Eco-Friendly Charger Mini,Electronics,Wearables,ElectroGen
485,Wireless Charger Standard,Home Goods, Appliances ,PaperWorks
486,Wireless Webcam Premium,Home Goods,Bedding,HomeComfort
487,High-Performance Mouse Ultra,Books,Fiction,OfficeMax
488,Digital Camera Ultra,Home Goods,Appliances,Innovate
489,Digital Speaker Plus,Home Goods,Appliances,StyleSpot
490,Durable Webcam Lite,Clothing,Footwear,TechGuru
491,Smart Headphones Mini,Clothing,Apparel,OfficeMax
492,Wireless Monitor Max,Clothing,footwear,OfficeMax
493,Ergonomic Printer Standard,Books,Fiction,FashionForward
494,Compact Webcam Pro,Books,Non-Fiction,ElectroGen
495,Digital Monitor Standard,Home Goods,Decor,BookWorm
496,Durable Charger Mini,Office Supplies,Furniture,ElectroGen
497,Wireless Camera Plus,Home Goods,Appliances,Innovate
498,High-Performance Mouse Premium,Home Goods,Appliances,FashionForward
499,Durable Printer Pro,Books,Textbooks,ElectroGen
500,Compact Mouse Plus,Clothing,apparel,PaperWorks
362,Ergonomic Router Standard,Books,Textbooks,PaperWorks
74,Eco-Friendly Webcam Standard,Electronics,Smartphones,TechGuru
375,Portable Keyboard Basic,Electronics,Accessories,FashionForward
156,Digital Charger Pro,Clothing,Accessories,ElectroGen
105,Digital Headphones Max,Books,Textbooks,FashionForward
395,High-Performance Router Basic,Home Goods,Bedding,OfficeMax
378,Wireless Charger Standard,Electronics, Wearables ,FashionForward
125,Durable Printer Standard,Clothing, Footwear ,HomeComfort
69,Stylish Webcam Max,Home Goods,Bedding,PaperWorks
451,Compact Charger Basic,Office Supplies, Printers ,Innovate
10,Wireless Mouse Ultra,Home Goods,Kitchenware,TechGuru
195,Portable Headphones Mini,Books, Non-Fiction ,HomeComfort
407,Ergonomic Printer Advanced,Clothing,Footwear,Innovate
85,Durable Keyboard Max,Electronics,Smartphones,Innovate
372,Portable Charger Plus,Electronics,Smartphones,ElectroGen
389,Compact Monitor Standard,Home Goods,Decor,OfficeMax
496,Durable Charger Mini,Office Supplies,Furniture,ElectroGen
31,Stylish Headphones Pro,Office Supplies,Furniture,PaperWorks
317,Eco-Friendly Speaker Mini,Clothing,Footwear,TechGuru
409,Smart Router Pro,Clothing,Accessories,FashionForward
491,Smart Headphones Mini,Clothing,Apparel,OfficeMax
492,Wireless Monitor Max,Clothing,footwear,OfficeMax
281,Eco-Friendly Charger Standard,Books,Magazines,ElectroGen
357,High-Performance Speaker Basic,Electronics,Accessories,Innovate
77,Stylish Camera Plus,Books,Non-Fiction,FashionForward
